ID_Solicitud,Edad,Ciudad,Tipo_Contrato,Antiguedad_Laboral_Anos,Ingresos_Mensuales_MCOP,Vivienda_Actual,Historial_Crediticio,Anos_Historial_Crediticio,Mora_Previa,Nivel_Endeudamiento_Pct,Relacion_Cuota_Ingreso_Pct,Ahorro_Disponible_MCOP,Tipo_Vivienda,Valor_Vivienda_MCOP,Monto_Solicitado_MCOP,Plazo_Anos,Tasa_Interes_EA_Pct,Aplica_Subsidio,Nivel_Riesgo,Estado_Solicitud,Segmento_Cliente
SOL-04172,23,Bogotá,Indefinido,4,11.9,Arrendatario,Bueno,4,No,32.8,15.0,57.0,No VIS,225.0,168.0,15,11.0,No,Bajo,En estudio,Alta capacidad de pago
SOL-04173,21,Medellín,Indefinido,6,14.7,Hipotecado,Bueno,2,No,18.5,8.0,100.7,No VIS,218.3,117.6,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04174,22,Medellín,Término fijo,3,11.9,Arrendatario,Bueno,4,No,31.7,15.0,116.5,No VIS,284.5,168.0,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04175,25,Bogotá,Indefinido,9,12.04,Arrendatario,Regular,4,No,34.2,15.0,56.0,No VIS,224.0,168.0,25,13.5,No,Bajo,Rechazado,Ingreso medio - bajo endeudamiento
SOL-04176,23,Medellín,Indefinido,1,12.18,Arrendatario,Bueno,2,No,29.4,14.0,32.2,No VIS,200.2,168.0,25,11.0,No,Bajo,En estudio,Alta capacidad de pago
SOL-04177,23,Bogotá,Indefinido,7,14.7,Hipotecado,Regular,2,Sí,53.1,24.0,147.1,No VIS,483.1,336.0,30,14.6,No,Medio,Aprobado,Alto riesgo financiero
SOL-04178,24,Bogotá,Indefinido,3,12.22,Arrendatario,Bueno,3,No,31.1,14.0,145.0,No VIS,313.0,168.0,25,11.5,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04179,24,Medellín,Término fijo,4,12.25,Arrendatario,Bueno,3,No,32.3,14.0,68.4,No VIS,236.4,168.0,20,11.7,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04180,25,Manizales,Independiente,0,12.25,Arrendatario,Bueno,2,No,25.4,14.0,58.7,No VIS,226.7,168.0,15,11.7,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04181,21,Bogotá,Indefinido,5,12.25,Arrendatario,Bueno,3,No,32.1,14.0,48.6,No VIS,216.6,168.0,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04182,22,Medellín,Término fijo,2,12.25,Arrendatario,Bueno,2,No,28.0,14.0,112.5,No VIS,280.5,168.0,15,11.7,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04183,23,Bogotá,Indefinido,5,12.25,Arrendatario,Bueno,2,No,34.5,14.0,120.6,No VIS,288.6,168.0,15,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04184,26,Cali,Indefinido,6,10.15,Arrendatario,Regular,2,Sí,28.3,17.0,80.4,No VIS,248.4,168.0,10,13.0,No,Medio,Rechazado,Ingreso medio - bajo endeudamiento
SOL-04185,23,Barranquilla,Indefinido,2,14.7,Hipotecado,Bueno,4,No,29.8,12.0,59.1,No VIS,233.8,174.7,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04186,25,Cartagena,Indefinido,3,12.25,Arrendatario,Bueno,3,No,22.3,14.0,83.8,No VIS,251.8,168.0,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04187,22,Ibagué,Indefinido,3,12.25,Arrendatario,Bueno,3,No,29.4,14.0,92.0,No VIS,260.0,168.0,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04188,24,Bogotá,Indefinido,8,12.25,Arrendatario,Bueno,4,No,30.6,14.0,95.2,No VIS,263.2,168.0,30,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04189,22,Bogotá,Término fijo,4,12.25,Arrendatario,Regular,2,No,33.6,14.0,83.2,No VIS,251.2,168.0,30,13.2,No,Medio,En estudio,Ingreso medio - bajo endeudamiento
SOL-04190,25,Bogotá,Indefinido,5,14.7,Hipotecado,Bueno,3,No,38.4,17.0,30.4,No VIS,265.6,235.2,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04191,25,Montería,Indefinido,2,12.6,Hipotecado,Regular,4,No,60.6,38.0,86.6,No VIS,548.6,462.0,25,13.2,No,Medio,Rechazado,Alto riesgo financiero
SOL-04192,26,Barranquilla,Independiente,0,14.7,Hipotecado,Bueno,3,No,23.3,11.0,71.7,No VIS,222.9,151.2,20,11.5,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04193,25,Bogotá,Indefinido,3,10.15,Arrendatario,Regular,3,Sí,37.4,17.0,96.8,No VIS,264.8,168.0,25,15.7,No,Medio,Rechazado,Ingreso medio - bajo endeudamiento
SOL-04194,22,Bogotá,Indefinido,6,14.7,Hipotecado,Bueno,2,No,20.4,12.0,38.3,No VIS,206.3,168.0,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04195,24,Cali,Indefinido,4,10.15,Arrendatario,Bueno,3,No,36.7,17.0,135.5,No VIS,303.5,168.0,15,11.0,No,Bajo,Rechazado,Alta capacidad de pago
SOL-04196,23,Bogotá,Indefinido,4,12.25,Arrendatario,Regular,3,Sí,22.3,14.0,135.1,No VIS,303.1,168.0,15,14.7,No,Medio,Aprobado,Ingreso medio - bajo endeudamiento
SOL-04197,25,Ibagué,Independiente,2,14.7,Hipotecado,Bueno,2,No,23.0,14.0,97.7,No VIS,299.3,201.6,15,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04198,24,Cali,Indefinido,2,14.7,Hipotecado,Bueno,2,No,31.7,17.0,118.5,No VIS,353.7,235.2,15,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04199,25,Barranquilla,Indefinido,3,12.25,Arrendatario,Bueno,2,No,23.7,14.0,82.5,No VIS,250.5,168.0,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04200,23,Medellín,Indefinido,3,12.43,Arrendatario,Regular,3,No,21.0,14.0,100.8,No VIS,268.8,168.0,20,13.6,No,Bajo,En estudio,Ingreso medio - bajo endeudamiento
SOL-04201,26,Bogotá,Término fijo,2,12.56,Arrendatario,Bueno,4,No,29.7,14.0,104.1,No VIS,272.1,168.0,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04202,22,Cali,Indefinido,3,10.5,Arrendatario,Regular,2,No,33.4,17.0,72.5,No VIS,240.5,168.0,25,18.2,No,Bajo,Rechazado,Ingreso medio - bajo endeudamiento
SOL-04203,21,Bucaramanga,Indefinido,5,14.7,Otro,Regular,4,Sí,50.0,29.0,145.3,No VIS,548.5,403.2,15,14.3,No,Medio,Aprobado,Alto riesgo financiero
SOL-04204,23,Medellín,Término fijo,1,12.6,Arrendatario,Regular,2,No,24.0,14.0,102.3,No VIS,270.3,168.0,20,14.8,No,Bajo,Rechazado,Ingreso medio - bajo endeudamiento
SOL-04205,21,Cali,Indefinido,3,12.6,Arrendatario,Regular,4,No,29.3,14.0,148.9,No VIS,316.9,168.0,25,13.0,No,Bajo,Aprobado,Ingreso medio - bajo endeudamiento
SOL-04206,23,Cartagena,Indefinido,7,10.5,Arrendatario,Regular,3,Sí,27.3,17.0,81.9,No VIS,249.9,168.0,25,14.2,No,Medio,Rechazado,Ingreso medio - bajo endeudamiento
SOL-04207,26,Bogotá,Indefinido,4,12.6,Arrendatario,Bueno,4,No,24.5,14.0,33.9,No VIS,201.9,168.0,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04208,23,Cali,Indefinido,1,14.7,Hipotecado,Regular,3,No,21.6,14.0,66.3,No VIS,259.5,193.2,20,13.6,No,Bajo,Aprobado,Ingreso medio - bajo endeudamiento
SOL-04209,22,Medellín,Independiente,2,10.5,Arrendatario,Regular,4,No,38.5,17.0,108.1,No VIS,276.1,168.0,20,14.5,No,Medio,Rechazado,Independiente o ingreso variable
SOL-04210,22,Bucaramanga,Indefinido,6,10.5,Arrendatario,Malo,2,No,42.1,17.0,139.2,No VIS,307.2,168.0,25,17.4,No,Medio,Rechazado,Alto riesgo financiero
SOL-04211,26,Bogotá,Indefinido,4,14.7,Hipotecado,Bueno,4,No,63.6,36.0,103.8,No VIS,607.8,504.0,20,11.3,No,Medio,Aprobado,Alta capacidad de pago
SOL-04212,23,Barranquilla,Indefinido,7,14.7,Propietario,Bueno,4,No,19.6,10.0,86.6,No VIS,234.4,147.8,15,11.9,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04213,22,Bogotá,Indefinido,4,10.5,Arrendatario,Regular,3,Sí,32.9,17.0,39.7,No VIS,207.7,168.0,20,15.2,No,Medio,Rechazado,Ingreso medio - bajo endeudamiento
SOL-04214,24,Bogotá,Independiente,1,10.5,Arrendatario,Regular,4,Sí,34.7,17.0,47.4,No VIS,215.4,168.0,30,15.7,No,Alto,Rechazado,Independiente o ingreso variable
SOL-04215,23,Bucaramanga,Término fijo,1,12.6,Arrendatario,Regular,4,No,26.3,14.0,36.4,No VIS,204.4,168.0,20,13.2,No,Bajo,En estudio,Ingreso medio - bajo endeudamiento
SOL-04216,23,Barranquilla,Indefinido,2,12.64,Arrendatario,Bueno,4,No,22.9,14.0,115.3,No VIS,283.3,168.0,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04217,25,Cúcuta,Indefinido,9,14.7,Propietario,Bueno,2,No,33.2,19.0,129.7,No VIS,398.5,268.8,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04218,26,Cali,Indefinido,2,12.68,Arrendatario,Regular,4,No,32.2,14.0,49.7,No VIS,217.7,168.0,30,12.8,No,Bajo,Aprobado,Ingreso medio - bajo endeudamiento
SOL-04219,24,Cali,Indefinido,8,12.74,Arrendatario,Bueno,3,No,29.4,14.0,69.0,No VIS,237.0,168.0,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04220,26,Bucaramanga,Indefinido,3,12.74,Arrendatario,Bueno,4,No,22.0,14.0,87.5,No VIS,255.5,168.0,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04221,25,Medellín,Indefinido,4,12.77,Arrendatario,Bueno,2,No,24.0,14.0,47.1,No VIS,215.1,168.0,30,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04222,22,Bogotá,Indefinido,3,12.95,Arrendatario,Bueno,3,No,26.6,14.0,79.9,No VIS,247.9,168.0,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04223,23,Bogotá,Indefinido,3,14.7,Hipotecado,Regular,4,No,27.9,13.0,146.0,No VIS,327.4,181.4,20,11.8,No,Bajo,Rechazado,Ingreso medio - bajo endeudamiento
SOL-04224,24,Bogotá,Término fijo,1,14.7,Propietario,Bueno,3,No,41.1,18.0,116.3,No VIS,368.3,252.0,30,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04225,22,Medellín,Indefinido,0,12.95,Arrendatario,Bueno,2,No,29.2,14.0,50.0,No VIS,218.0,168.0,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04226,24,Pasto,Indefinido,2,14.7,Hipotecado,Regular,2,No,12.0,5.0,41.9,No VIS,109.1,67.2,15,11.3,No,Bajo,En estudio,Ingreso medio - bajo endeudamiento
SOL-04227,22,Ibagué,Término fijo,4,12.95,Arrendatario,Bueno,4,No,32.3,14.0,83.4,No VIS,251.4,168.0,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04228,26,Santa Marta,Indefinido,10,12.6,Hipotecado,Regular,3,Sí,27.7,14.0,148.6,No VIS,316.6,168.0,25,12.3,No,Medio,Rechazado,Ingreso medio - bajo endeudamiento
SOL-04229,22,Armenia,Indefinido,4,13.12,Arrendatario,Regular,3,Sí,29.0,13.0,125.2,No VIS,293.2,168.0,25,11.0,No,Medio,Aprobado,Ingreso medio - bajo endeudamiento
SOL-04230,26,Medellín,Indefinido,11,14.7,Hipotecado,Regular,2,No,59.8,36.0,65.2,No VIS,571.7,506.5,30,12.9,No,Medio,Aprobado,Alto riesgo financiero
SOL-04231,23,Bogotá,Término fijo,7,14.72,Hipotecado,Bueno,3,No,37.0,20.0,33.2,No VIS,318.8,285.6,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04232,24,Cali,Indefinido,8,13.3,Arrendatario,Regular,4,No,19.8,13.0,79.4,No VIS,247.4,168.0,25,14.0,No,Bajo,Aprobado,Ingreso medio - bajo endeudamiento
SOL-04233,22,Cúcuta,Término fijo,0,13.3,Arrendatario,Bueno,3,No,29.1,13.0,49.3,No VIS,217.3,168.0,15,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04234,23,Medellín,Indefinido,1,14.76,Hipotecado,Bueno,4,No,58.4,24.0,51.6,No VIS,387.6,336.0,25,11.0,No,Medio,Aprobado,Alta capacidad de pago
SOL-04235,23,Cali,Independiente,0,13.3,Arrendatario,Bueno,3,No,24.4,13.0,49.5,No VIS,217.5,168.0,15,11.6,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04236,25,Bogotá,Término fijo,1,11.2,Arrendatario,Regular,3,Sí,28.9,16.0,116.4,No VIS,284.4,168.0,25,15.4,No,Medio,Rechazado,Ingreso medio - bajo endeudamiento
SOL-04237,23,Medellín,Indefinido,2,11.2,Arrendatario,Malo,4,No,28.2,16.0,34.3,No VIS,202.3,168.0,20,13.9,No,Medio,Rechazado,Ingreso medio - bajo endeudamiento
SOL-04238,23,Medellín,Indefinido,5,13.3,Arrendatario,Bueno,2,No,19.5,13.0,97.8,No VIS,265.8,168.0,30,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04239,25,Medellín,Indefinido,10,14.78,Propietario,Bueno,4,No,34.3,19.0,120.3,No VIS,389.1,268.8,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04240,23,Cúcuta,Indefinido,3,14.78,Hipotecado,Regular,3,No,19.7,13.0,48.8,No VIS,233.6,184.8,25,12.7,No,Bajo,Aprobado,Ingreso medio - bajo endeudamiento
SOL-04241,24,Bogotá,Indefinido,3,14.79,Hipotecado,Regular,2,No,39.2,19.0,137.2,No VIS,406.0,268.8,30,12.8,No,Bajo,En estudio,Ingreso medio - bajo endeudamiento
SOL-04242,26,Montería,Indefinido,0,11.32,Arrendatario,Regular,4,No,32.8,15.0,39.4,No VIS,207.4,168.0,15,14.8,No,Bajo,Rechazado,Ingreso medio - bajo endeudamiento
SOL-04243,21,Bogotá,Indefinido,5,13.44,Arrendatario,Bueno,4,No,24.2,13.0,111.9,No VIS,279.9,168.0,15,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04244,24,Pasto,Indefinido,3,13.44,Arrendatario,Bueno,2,No,24.7,13.0,50.6,No VIS,218.6,168.0,15,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04245,24,Cali,Indefinido,3,13.44,Arrendatario,Bueno,3,No,23.6,13.0,126.7,No VIS,294.7,168.0,20,11.1,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04246,23,Bucaramanga,Indefinido,6,13.65,Arrendatario,Bueno,3,No,23.0,13.0,98.6,No VIS,266.6,168.0,20,12.7,No,Bajo,En estudio,Alta capacidad de pago
SOL-04247,22,Bogotá,Indefinido,4,13.65,Arrendatario,Bueno,2,No,23.7,13.0,100.7,No VIS,268.7,168.0,10,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04248,25,Barranquilla,Indefinido,9,13.65,Arrendatario,Bueno,4,No,26.8,13.0,71.5,No VIS,239.5,168.0,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04249,24,Cúcuta,Independiente,1,11.55,Arrendatario,Malo,2,No,30.9,15.0,64.0,No VIS,232.0,168.0,10,20.0,No,Alto,Rechazado,Independiente o ingreso variable
SOL-04250,24,Bogotá,Indefinido,5,14.88,Hipotecado,Bueno,2,No,24.6,11.0,85.6,No VIS,246.9,161.3,15,11.0,No,Bajo,En estudio,Alta capacidad de pago
SOL-04251,23,Bogotá,Indefinido,7,14.88,Hipotecado,Bueno,3,No,29.4,18.0,120.9,No VIS,372.9,252.0,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04252,25,Medellín,Término fijo,9,14.88,Hipotecado,Bueno,3,No,12.3,5.0,50.2,No VIS,117.4,67.2,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04253,24,Bogotá,Indefinido,8,14.88,Hipotecado,Regular,2,No,48.6,24.0,128.0,No VIS,464.0,336.0,30,13.8,No,Bajo,Aprobado,Alto riesgo financiero
SOL-04254,26,Bogotá,Término fijo,0,13.83,Arrendatario,Bueno,3,No,30.5,13.0,87.6,No VIS,255.6,168.0,15,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04255,24,Barranquilla,Indefinido,8,13.95,Arrendatario,Regular,4,No,20.3,13.0,84.3,No VIS,252.3,168.0,25,14.2,No,Bajo,Aprobado,Ingreso medio - bajo endeudamiento
SOL-04256,25,Bogotá,Indefinido,3,14.0,Arrendatario,Bueno,3,No,24.2,13.0,32.0,No VIS,200.0,168.0,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04257,25,Barranquilla,Término fijo,2,14.0,Arrendatario,Regular,2,No,29.0,13.0,44.9,No VIS,212.9,168.0,25,13.7,No,Bajo,Rechazado,Ingreso medio - bajo endeudamiento
SOL-04258,21,Cartagena,Indefinido,3,11.9,Arrendatario,Bueno,3,No,24.0,15.0,81.8,No VIS,249.8,168.0,20,11.0,No,Bajo,Rechazado,Alta capacidad de pago
SOL-04259,23,Barranquilla,Indefinido,0,11.9,Arrendatario,Regular,2,Sí,25.0,15.0,147.8,No VIS,315.8,168.0,20,14.8,No,Medio,Rechazado,Ingreso medio - bajo endeudamiento
SOL-04260,24,Bogotá,Indefinido,2,11.9,Arrendatario,Regular,2,No,31.1,15.0,60.0,No VIS,228.0,168.0,20,15.0,No,Bajo,Rechazado,Ingreso medio - bajo endeudamiento
SOL-04261,25,Cali,Independiente,0,14.0,Arrendatario,Regular,2,Sí,25.9,13.0,31.2,No VIS,199.2,168.0,30,12.9,No,Medio,Aprobado,Independiente o ingreso variable
SOL-04262,25,Medellín,Indefinido,1,14.0,Arrendatario,Bueno,4,No,24.7,13.0,82.3,No VIS,250.3,168.0,20,11.9,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04263,23,Medellín,Indefinido,6,14.0,Arrendatario,Bueno,2,No,21.6,13.0,31.9,No VIS,199.9,168.0,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04264,24,Medellín,Indefinido,2,11.9,Arrendatario,Regular,4,No,22.7,15.0,70.3,No VIS,238.3,168.0,25,12.9,No,Bajo,Rechazado,Ingreso medio - bajo endeudamiento
SOL-04265,21,Santa Marta,Término fijo,0,14.88,Otro,Regular,2,Sí,24.1,16.0,72.5,No VIS,307.7,235.2,30,14.6,No,Medio,En estudio,Ingreso medio - bajo endeudamiento
SOL-04266,23,Pereira,Término fijo,0,14.0,Arrendatario,Bueno,4,No,27.4,13.0,30.3,No VIS,198.3,168.0,25,12.4,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04267,26,Bogotá,Indefinido,11,14.0,Arrendatario,Bueno,3,No,25.1,13.0,123.5,No VIS,291.5,168.0,30,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04268,24,Medellín,Término fijo,5,14.0,Arrendatario,Bueno,3,No,29.7,13.0,139.5,No VIS,307.5,168.0,10,12.4,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04269,25,Medellín,Indefinido,9,14.88,Hipotecado,Bueno,2,No,44.1,24.0,149.9,No VIS,485.9,336.0,15,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04270,21,Montería,Indefinido,4,14.0,Arrendatario,Bueno,2,No,19.5,13.0,91.1,No VIS,259.1,168.0,25,11.0,No,Bajo,En estudio,Alta capacidad de pago
SOL-04271,21,Montería,Indefinido,5,12.81,Hipotecado,Regular,2,No,6.0,3.0,66.8,No VIS,100.4,33.6,20,14.6,No,Bajo,Rechazado,Ingreso medio - bajo endeudamiento
SOL-04272,24,Medellín,Indefinido,6,14.0,Arrendatario,Bueno,3,No,25.3,13.0,116.1,No VIS,284.1,168.0,20,11.0,No,Bajo,En estudio,Alta capacidad de pago
SOL-04273,21,Medellín,Término fijo,3,14.0,Arrendatario,Bueno,4,No,22.0,13.0,118.4,No VIS,286.4,168.0,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04274,24,Cali,Independiente,2,11.9,Arrendatario,Regular,2,No,37.4,15.0,75.5,No VIS,243.5,168.0,15,12.2,No,Medio,Rechazado,Independiente o ingreso variable
SOL-04275,25,Medellín,Indefinido,8,14.92,Propietario,Malo,3,Sí,37.1,23.0,97.9,No VIS,433.9,336.0,30,15.8,No,Alto,En estudio,Ingreso medio - bajo endeudamiento
SOL-04276,23,Bogotá,Indefinido,7,14.98,Hipotecado,Bueno,2,No,3.8,2.0,128.6,No VIS,162.2,33.6,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04277,22,Barranquilla,Indefinido,4,11.9,Arrendatario,Regular,3,Sí,30.4,15.0,52.7,No VIS,220.7,168.0,20,12.7,No,Medio,Rechazado,Ingreso medio - bajo endeudamiento
SOL-04278,25,Medellín,Independiente,0,14.0,Arrendatario,Bueno,4,No,24.0,13.0,32.5,No VIS,200.5,168.0,25,11.4,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04279,26,Barranquilla,Término fijo,0,14.0,Arrendatario,Regular,3,Sí,24.2,13.0,94.8,No VIS,262.8,168.0,20,13.1,No,Medio,Aprobado,Ingreso medio - bajo endeudamiento
SOL-04280,21,Medellín,Indefinido,2,11.9,Arrendatario,Regular,4,No,36.0,15.0,109.7,No VIS,277.7,168.0,20,14.6,No,Bajo,Rechazado,Ingreso medio - bajo endeudamiento
SOL-04281,26,Bucaramanga,Independiente,1,14.0,Arrendatario,Regular,2,Sí,24.8,13.0,99.0,No VIS,267.0,168.0,30,14.3,No,Medio,Aprobado,Independiente o ingreso variable
SOL-04282,22,Barranquilla,Indefinido,7,15.02,Propietario,Bueno,4,No,9.8,5.0,101.5,No VIS,168.7,67.2,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04283,23,Cali,Indefinido,6,15.02,Propietario,Bueno,3,No,4.0,2.0,77.2,No VIS,110.8,33.6,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04284,26,Bucaramanga,Indefinido,3,14.0,Arrendatario,Bueno,3,No,27.3,13.0,108.2,No VIS,276.2,168.0,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04285,22,Medellín,Indefinido,6,14.0,Arrendatario,Bueno,4,No,24.4,13.0,35.1,No VIS,203.1,168.0,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04286,25,Bogotá,Indefinido,4,15.05,Hipotecado,Bueno,4,No,68.1,28.0,48.1,No VIS,451.3,403.2,25,11.0,No,Medio,Aprobado,Alta capacidad de pago
SOL-04287,22,Bogotá,Término fijo,2,12.08,Arrendatario,Regular,3,No,22.1,14.0,83.4,No VIS,251.4,168.0,30,16.9,No,Bajo,En estudio,Ingreso medio - bajo endeudamiento
SOL-04288,25,Bogotá,Indefinido,2,12.18,Arrendatario,Regular,3,Sí,24.4,14.0,143.2,No VIS,311.2,168.0,30,16.0,No,Medio,Rechazado,Ingreso medio - bajo endeudamiento
SOL-04289,22,Bogotá,Indefinido,0,12.18,Arrendatario,Regular,2,Sí,34.4,14.0,107.3,No VIS,275.3,168.0,25,15.2,No,Medio,Rechazado,Ingreso medio - bajo endeudamiento
SOL-04290,23,Bucaramanga,Indefinido,7,14.35,Arrendatario,Bueno,2,No,20.9,12.0,72.6,No VIS,240.6,168.0,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04291,22,Medellín,Indefinido,4,12.25,Arrendatario,Regular,4,No,33.0,14.0,85.0,No VIS,253.0,168.0,15,16.0,No,Bajo,Rechazado,Ingreso medio - bajo endeudamiento
SOL-04292,25,Bogotá,Indefinido,9,14.35,Arrendatario,Bueno,2,No,26.4,12.0,131.5,No VIS,299.5,168.0,30,11.7,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04293,25,Ibagué,Término fijo,1,15.05,Propietario,Regular,4,No,39.4,17.0,95.1,No VIS,337.0,241.9,30,14.1,No,Medio,Aprobado,Ingreso medio - bajo endeudamiento
SOL-04294,21,Bucaramanga,Término fijo,6,12.25,Arrendatario,Regular,2,No,30.4,14.0,35.7,No VIS,203.7,168.0,20,14.8,No,Medio,En estudio,Ingreso medio - bajo endeudamiento
SOL-04295,23,Medellín,Indefinido,2,14.35,Arrendatario,Bueno,2,No,23.0,12.0,80.0,No VIS,248.0,168.0,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04296,25,Bogotá,Indefinido,0,12.35,Arrendatario,Regular,3,No,34.7,14.0,76.6,No VIS,244.6,168.0,20,15.0,No,Bajo,Rechazado,Ingreso medio - bajo endeudamiento
SOL-04297,22,Bogotá,Independiente,0,14.7,Arrendatario,Bueno,4,No,18.1,12.0,138.0,No VIS,306.0,168.0,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04298,24,Medellín,Indefinido,8,15.05,Hipotecado,Bueno,2,No,45.1,22.0,66.6,No VIS,385.8,319.2,15,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04299,24,Cúcuta,Indefinido,7,14.7,Arrendatario,Bueno,4,No,22.1,12.0,37.8,No VIS,205.8,168.0,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04300,26,Bogotá,Indefinido,6,14.7,Arrendatario,Bueno,4,No,24.9,12.0,72.6,No VIS,240.6,168.0,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04301,22,Cali,Independiente,1,12.6,Arrendatario,Regular,4,No,34.1,14.0,35.3,No VIS,203.3,168.0,15,12.7,No,Medio,Rechazado,Independiente o ingreso variable
SOL-04302,21,Montería,Indefinido,5,15.05,Hipotecado,Bueno,4,No,39.4,16.0,129.9,No VIS,365.1,235.2,20,11.0,No,Bajo,En estudio,Alta capacidad de pago
SOL-04303,22,Barranquilla,Término fijo,4,15.05,Hipotecado,Regular,2,Sí,27.2,15.0,100.8,No VIS,322.6,221.8,15,14.3,No,Medio,En estudio,Ingreso medio - bajo endeudamiento
SOL-04304,22,Medellín,Indefinido,6,15.05,Hipotecado,Bueno,4,No,51.2,21.0,86.3,No VIS,388.7,302.4,25,11.7,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04305,24,Bucaramanga,Indefinido,8,14.7,Arrendatario,Bueno,2,No,29.8,12.0,73.2,No VIS,241.2,168.0,10,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04306,22,Ibagué,Término fijo,2,15.05,Propietario,Bueno,2,No,85.0,53.0,80.1,No VIS,846.2,766.1,30,12.7,No,Medio,Aprobado,Alta capacidad de pago
SOL-04307,24,Cali,Indefinido,6,15.05,Hipotecado,Bueno,3,No,22.9,14.0,124.5,No VIS,326.1,201.6,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-04308,22,Cúcuta,Indefinido,5,12.6,Arrendatario,Regular,4,No,34.6,14.0,51.6,No VIS,219.6,168.0,20,16.3,No,Bajo,Rechazado,Ingreso medio - bajo endeudamiento
SOL-04309,24,Cali,Indefinido,7,15.05,Hipotecado,Regular,3,Sí,33.6,14.0,38.6,No VIS,240.2,201.6,15,13.5,No,Medio,En estudio,Ingreso medio - bajo endeudamiento
